Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles,Boro-Block-Lot,Address,Neighborhood,Building Class,Total Units,Year Built,Gross SqFt,Estimated Gross Income,Gross Income per SqFt,Estimated Expense,Expense per SqFt,Net Operating Income,Full Market Value,Market Value per SqFt,Distance in miles
2-03344-0086,3520 TRYON AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       64,1962,"53,700","837,183",     15.59,"527,334",9.82,"309,849","2,286,000",     42.57,2-03356-0035,3508 KINGS COLLEGE PLACE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       44,1931,"42,600","664,134",     15.59,"405,126",9.51,"259,008","1,912,000",     44.88,0.04,2-03298-0021,2980 BRIGGS AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1954,"69,166","1,016,049",     14.69,"518,053",7.49,"497,995","3,617,000",     52.29,0.82,2-03297-0001,2929 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D7  -ELEVATOR,       56,1955,"59,085","951,269",     16.10,"427,185",7.23,"524,084","3,899,000",     65.99,0.91
2-03344-0102,3535 KINGS COLLEGE PLACE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,      120,1954,"160,000","2,379,200",     14.87,"1,499,200",9.37,"880,000","6,416,000",     40.10,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","234,336",     14.12,"149,696",9.02,"84,640","1,195,000",     72.01,0.99,2-03352-0012,3312 HULL AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       48,1927,"52,000","782,080",     15.04,"432,120",8.31,"349,960","2,463,000",     47.37,0.26,2-03328-0050,3521 DEKALB AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       83,1928,"89,250","1,327,148",     14.87,"680,978",7.63,"646,170","4,843,000",     54.26,0.27
2-03347-0043,3279 HULL AVENUE,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       51,1924,"44,950","768,196",     17.09,"422,530",9.40,"345,666","2,608,000",     58.02,2-03324-0059,36 WEST GUN HILL ROAD,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       45,1926,"46,400","788,800",     17.00,"419,920",9.05,"368,880","1,858,000",     40.04,0.59,2-03279-0034,396 EAST 199 STREET,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1927,"26,400","451,176",     17.09,"248,160",9.40,"203,016","1,210,000",     45.83,0.8,2-03329-0040,3569 DEKALB AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       59,1926,"41,955","726,661",     17.32,"404,027",9.63,"322,634","2,324,000",     55.39,0.61
2-03352-0001,333 EAST 209 STREET,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       43,1924,"36,000","489,240",     13.59,"256,680",7.13,"232,560","1,651,000",     45.86,2-03329-0040,3569 DEKALB AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       59,1926,"41,955","760,644",     18.13,"456,470",10.88,"304,174","2,324,000",     55.39,0.57,2-03324-0059,36 WEST GUN HILL ROAD,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       45,1926,"46,400","592,992",     12.78,"326,192",7.03,"266,800","1,858,000",     40.04,0.61,2-03279-0034,396 EAST 199 STREET,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1927,"26,400","358,776",     13.59,"188,232",7.13,"170,544","1,210,000",     45.83,0.94
2-03353-0033,3176 DECATUR AVENUE,BEDFORD PARK/NORWOOD,D4  -ELEVATOR,       63,1960,"59,000","862,580",     14.62,"328,040",5.56,"534,540","3,849,000",     65.24,2-03305-0058,2881 VALENTINE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       16,2006,"16,596","235,995",     14.22,"142,892",8.61,"93,104","1,195,000",     72.01,0.68,2-03299-0026,3015 PERRY AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       44,1942,"40,196","568,773",     14.15,"296,646",7.38,"272,127","1,490,000",     37.07,0.35,2-03296-0055,2861 BAINBRIDGE AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       43,1952,"49,050","709,263",     14.46,"372,780",7.60,"336,483","1,787,000",     36.43,0.62
2-03356-0096,316 EAST 211 STREET,BEDFORD PARK/NORWOOD,C6  -WALK-UP,       17,1927,"16,600","249,000",     15.00,"163,510",9.85,"85,490","625,000",     37.65,2-03326-0013,95 EAST MOSHOLU PARKWAY N,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       46,1926,"41,300","616,609",     14.93,"377,069",9.13,"239,540","1,934,000",     46.83,0.45,2-03332-0004,3038 HULL AVENUE,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       21,1915,"19,000","295,260",     15.54,"193,990",10.21,"101,270","611,000",     32.16,0.62,2-03332-0001,353 EAST MOSHOLU PARKWAY N,BEDFORD PARK/NORWOOD,C1  -WALK-UP,       25,1915,"20,093","301,395",     15.00,"197,916",9.85,"103,479","782,000",     38.92,0.62
2-03363-0058,4200 HERKIMER PLACE,WOODLAWN,D4  -ELEVATOR,       45,1967,"39,959","764,416",     19.13,"395,195",9.89,"369,221","2,848,000",     71.27,2-03328-0050,3521 DEKALB AVENUE,BEDFORD PARK/NORWOOD,D1  -ELEVATOR,       83,1928,"89,250","1,715,385",     19.22,"814,853",9.13,"900,533","4,843,000",     54.26,0.92,2-03385-0060,4300 MARTHA AVENUE,WOODLAWN,D1  -ELEVATOR,       82,1942,"76,650","1,421,858",     18.55,"728,942",9.51,"692,916","3,163,000",     41.27,0.61,2-03396-0030,549 EAST 234 STREET,WOODLAWN,D1  -ELEVATOR,       64,1930,"61,917","1,184,472",     19.13,"612,359",9.89,"572,113","4,246,000",     68.58,0.63
2-03368-0010,4320 VAN CORTLANDT PARK EAST,WOODLAWN,D4  -ELEVATOR,      111,1958,"151,800","1,903,572",     12.54,"1,094,478",7.21,"809,094","5,597,000",     36.87,2-03395-0047,530 EAST 234 STREET,WOODLAWN,D7  -ELEVATOR,       88,1955,"113,670","1,349,263",     11.87,"734,308",6.46,"614,955","5,089,000",     44.77,0.57,2-03397-0023,530 EAST 236 STREET,WOODLAWN,D7  -ELEVATOR,       39,1929,"40,854","555,614",     13.60,"333,777",8.17,"221,837","1,761,000",     43.10,0.56,2-04822-0013,4064 BRONX BOULEVARD,WILLIAMSBRIDGE,D7  -ELEVATOR,       55,1927,"53,600","672,144",     12.54,"386,456",7.21,"285,688","2,704,000",     50.45,0.77
2-03379-0001,201 EAST 238 STREET,WOODLAWN,D4  -ELEVATOR,       49,1954,"47,679","750,467",     15.74,"422,913",8.87,"327,555","2,423,000",     50.82,2-05047-0014,4382 FURMAN AVENUE,WAKEFIELD,D1  -ELEVATOR,       72,1931,"75,630","1,190,416",     15.74,"670,838",8.87,"519,578","2,642,000",     34.93,0.84,2-03385-0060,4300 MARTHA AVENUE,WOODLAWN,D1  -ELEVATOR,       82,1942,"76,650","1,165,080",     15.20,"646,926",8.44,"518,154","3,163,000",     41.27,0.27,2-03382-0050,360 EAST 234 STREET,WOODLAWN,D1  -ELEVATOR,       55,1931,"50,886","845,725",     16.62,"486,979",9.57,"358,746","2,423,000",     47.62,0.3
2-03383-0001,4260 KATONAH AVENUE,WOODLAWN,D4  -ELEVATOR,      108,1958,"93,645","1,474,909",     15.75,"840,932",8.98,"633,977","4,671,000",     49.88,2-04827-0029,641 EAST 225 STREET,WILLIAMSBRIDGE,D1  -ELEVATOR,       77,1998,"62,035","961,543",     15.50,"557,074",8.98,"404,468","2,717,000",     43.80,0.63,2-04668-0065,720 EAST 221 STREET,WILLIAMSBRIDGE,D1  -ELEVATOR,       36,2007,"30,285","537,862",     17.76,"334,346",11.04,"203,515","1,555,000",     51.35,0.94,2-03360-0062,3556 WEBSTER AVENUE,WILLIAMSBRIDGE,D3  -ELEVATOR,       80,2016,"71,669","1,070,735",     14.94,"657,205",9.17,"413,530","4,801,000",     66.99,0.73
2-03396-0021,4265 WEBSTER AVENUE,WOODLAWN,D4  -ELEVATOR,       53,1955,"62,015","915,962",     14.77,"432,865",6.98,"483,097","3,514,000",     56.66,2-03395-0047,530 EAST 234 STREET,WOODLAWN,D7  -ELEVATOR,       88,1955,"113,670","1,602,747",     14.10,"708,164",6.23,"894,583","5,089,000",     44.77,0.08,2-03397-0023,530 EAST 236 STREET,WOODLAWN,D7  -ELEVATOR,       39,1929,"40,854","646,719",     15.83,"324,381",7.94,"322,338","1,761,000",     43.10,0.05,2-04822-0013,4064 BRONX BOULEVARD,WILLIAMSBRIDGE,D7  -ELEVATOR,       55,1927,"53,600","791,672",     14.77,"374,128",6.98,"417,544","2,704,000",     50.45,0.43
2-03398-0044,4380 VIREO AVENUE,WOODLAWN,D4  -ELEVATOR,      127,1958,"109,206","1,703,614",     15.60,"911,870",8.35,"791,744","5,845,000",     53.52,2-05047-0014,4382 FURMAN AVENUE,WAKEFIELD,D1  -ELEVATOR,       72,1931,"75,630","1,179,828",     15.60,"631,511",8.35,"548,318","2,642,000",     34.93,0.51,2-03385-0060,4300 MARTHA AVENUE,WOODLAWN,D1  -ELEVATOR,       82,1942,"76,650","1,154,349",     15.06,"607,068",7.92,"547,281","3,163,000",     41.27,0.11,2-03396-0030,549 EAST 234 STREET,WOODLAWN,D1  -ELEVATOR,       64,1930,"61,917","968,382",     15.64,"513,911",8.30,"454,471","4,246,000",     68.58,0.16
2-03398-0087,4315 WEBSTER AVENUE,WOODLAWN,D4  -ELEVATOR,       78,1958,"61,914","916,327",     14.80,"540,509",8.73,"375,818","2,735,000",     44.17,2-05047-0014,4382 FURMAN AVENUE,WAKEFIELD,D1  -ELEVATOR,       72,1931,"75,630","1,011,173",     13.37,"636,805",8.42,"374,369","2,642,000",     34.93,0.51,2-03385-0060,4300 MARTHA AVENUE,WOODLAWN,D1  -ELEVATOR,       82,1942,"76,650","1,134,420",     14.80,"699,815",9.13,"434,606","3,163,000",     41.27,0.11,2-03397-0029,529 EAST 235 STREET,WOODLAWN,D3  -ELEVATOR,       53,1938,"52,599","825,804",     15.70,"478,125",9.09,"347,679","2,573,000",     48.92,0.11
2-03398-0097,4295 WEBSTER AVENUE,WOODLAWN,D4  -ELEVATOR,       80,1957,"57,840","856,032",     14.80,"428,016",7.40,"428,016","3,116,000",     53.87,2-05047-0014,4382 FURMAN AVENUE,WAKEFIELD,D1  -ELEVATOR,       72,1931,"75,630","1,011,173",     13.37,"636,805",8.42,"374,369","2,642,000",     34.93,0.51,2-03385-0060,4300 MARTHA AVENUE,WOODLAWN,D1  -ELEVATOR,       82,1942,"76,650","1,134,420",     14.80,"699,815",9.13,"434,606","3,163,000",     41.27,0.11,2-03397-0029,529 EAST 235 STREET,WOODLAWN,D3  -ELEVATOR,       53,1938,"52,599","825,804",     15.70,"478,125",9.09,"347,679","2,573,000",     48.92,0.11
2-03567-0001,633 OLMSTEAD AVENUE,CASTLE HILL/UNIONPORT,D4  -ELEVATOR,      624,1966,"598,478","8,091,423",     13.52,"4,775,854",7.98,"3,315,568","23,518,000",     39.30,2-03672-0001,1965 LAFAYETTE AVENUE,CASTLE HILL/UNIONPORT,D3  -ELEVATOR,      359,1969,"400,932","6,042,045",     15.07,"3,395,894",8.47," 2,646,151","11,836,000",     29.52,0.3,2-03515-0040,391 BRONX RIVER  AVENUE,SOUNDVIEW,D1  -ELEVATOR,       86,2014,"75,070","1,014,946",     13.52,"579,540",7.72,"435,406","5,147,000",     68.56,0.81,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","6,974,431",     13.04,"4,038,110",7.55,"2,936,321","27,120,000",     50.71,1.31
2-03627-0020,875 MORRISON AVENUE,SOUNDVIEW,D4  -ELEVATOR,      225,1962,"256,750","3,650,985",     14.22,"2,089,945",8.14,"1,561,040","11,234,000",     43.75,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","8,365,038",     15.64,"5,091,762",9.52," 3,273,276","27,120,000",     50.71,0.19,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,181,348",     14.22,"1,248,676",8.14,"932,672","5,020,000",     32.72,0.3,2-02750-0020,1076 FAILE STREET,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       30,1918,"30,107","427,218",     14.19,"265,544",8.82,"161,675","1,651,000",     54.84,0.82
2-03627-0030,825 MORRISON AVENUE,SOUNDVIEW,D4  -ELEVATOR,      225,1962,"256,750","3,650,985",     14.22,"2,089,945",8.14,"1,561,040","11,234,000",     43.75,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","8,365,038",     15.64,"5,091,762",9.52," 3,273,276","27,120,000",     50.71,0.19,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,181,348",     14.22,"1,248,676",8.14,"932,672","5,020,000",     32.72,0.3,2-02750-0020,1076 FAILE STREET,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       30,1918,"30,107","427,218",     14.19,"265,544",8.82,"161,675","1,651,000",     54.84,0.82
2-03627-0040,820 BOYNTON AVENUE,SOUNDVIEW,D4  -ELEVATOR,      225,1962,"256,750","3,650,985",     14.22,"2,089,945",8.14,"1,561,040","11,234,000",     43.75,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","8,365,038",     15.64,"5,091,762",9.52," 3,273,276","27,120,000",     50.71,0.19,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,181,348",     14.22,"1,248,676",8.14,"932,672","5,020,000",     32.72,0.3,2-02750-0020,1076 FAILE STREET,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       30,1918,"30,107","427,218",     14.19,"265,544",8.82,"161,675","1,651,000",     54.84,0.82
2-03627-0050,880 BOYNTON AVENUE,SOUNDVIEW,D4  -ELEVATOR,      225,1962,"256,750","3,650,985",     14.22,"2,089,945",8.14,"1,561,040","11,234,000",     43.75,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","8,365,038",     15.64,"5,091,762",9.52," 3,273,276","27,120,000",     50.71,0.19,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,181,348",     14.22,"1,248,676",8.14,"932,672","5,020,000",     32.72,0.3,2-02750-0020,1076 FAILE STREET,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       30,1918,"30,107","427,218",     14.19,"265,544",8.82,"161,675","1,651,000",     54.84,0.82
2-03659-0001,920 METCALF AVENUE,SOUNDVIEW,D4  -ELEVATOR,      239,1967,"212,300","2,770,515",     13.05,"1,800,304",8.48,"970,211","6,801,000",     32.03,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,006,472",     13.08,"1,198,054",7.81,"808,418","5,020,000",     32.72,0.48,2-02750-0020,1076 FAILE STREET,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       30,1918,"30,107","392,896",     13.05,"255,307",8.48,"137,589","1,651,000",     54.84,0.96,2-02757-0010,1240 WESTCHESTER AVENUE,MORRISANIA/LONGWOOD,D5  -ELEVATOR,       54,1925,"47,540","619,446",     13.03,"384,599",8.09,"234,848","3,357,000",     70.61,0.92
2-03663-0002,1760 BRUCKNER BOULEVARD,SOUNDVIEW,D4  -ELEVATOR,      408,1958,"361,452","4,554,295",     12.60,"2,342,209",6.48,"2,212,086","15,323,000",     42.39,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","7,498,583",     14.02,"4,203,913",7.86," 3,294,670","27,120,000",     50.71,0.69,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","1,932,840",     12.60,"994,032",6.48,"938,808","5,020,000",     32.72,0.75,2-03612-0013,2155 VIRGIL PLACE,CASTLE HILL/UNIONPORT,D1  -ELEVATOR,       79,1982,"65,520","822,931",     12.56,"450,778",6.88,"372,154","5,794,000",     88.43,0.8
2-03716-0001,1569 BRUCKNER BOULEVARD,SOUNDVIEW,D4  -ELEVATOR,      104,1962,"124,778","2,037,625",     16.33,"1,234,054",9.89,"803,570","5,999,000",     48.08,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,505,022",     16.33,"1,179,646",7.69," 1,325,376","5,020,000",     32.72,0.29,2-03623-0020,825 BOYNTON AVENUE,SOUNDVIEW,D3  -ELEVATOR,      484,1969,"534,849","9,493,570",     17.75,"4,851,080",9.07," 4,642,489","27,120,000",     50.71,0.34,2-03650-0001,950 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      213,1964,"174,671","2,794,736",     16.00,"1,278,592",7.32,"1,516,144","6,444,000",     36.89,0.25
2-03717-0001,1591 BRUCKNER BOULEVARD,SOUNDVIEW,D4  -ELEVATOR,      105,1960,"117,922","1,660,342",     14.08,"1,012,950",8.59,"647,392","4,646,000",     39.40,2-03649-0001,955 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      144,1964,"153,400","2,159,872",     14.08,"1,264,016",8.24,"895,856","5,020,000",     32.72,0.33,2-03650-0001,950 EVERGREEN AVENUE,SOUNDVIEW,D3  -ELEVATOR,      213,1964,"174,671","2,401,726",     13.75,"1,376,407",7.88," 1,025,319","6,444,000",     36.89,0.29,2-02997-0001,1662 VYSE AVENUE,CROTONA PARK,D9  -ELEVATOR,       37,1924,"44,436","628,769",     14.15,"381,261",8.58,"247,509","2,346,000",     52.80,0.91
2-03717-0018,1036 MANOR AVENUE,SOUNDVIEW,C6  -WALK-UP,       44,1928,"35,700","526,575",     14.75,"315,945",8.85,"210,630","1,532,000",     42.91,2-03737-0032,1148 COLGATE AVENUE,SOUNDVIEW,C1  -WALK-UP,       17,1927,"13,446","198,329",     14.75,"113,081",8.41,"85,248","620,000",     46.11,0.33,2-03866-0005,1585 EAST 172 STREET,SOUNDVIEW,C1  -WALK-UP,       49,1928,"37,350","664,830",     17.80,"232,691",6.23,"432,140","3,287,000",     88.01,0.52,2-03743-0050,1167 STRATFORD AVENUE,SOUNDVIEW,C1  -WALK-UP,       69,1928,"63,250","830,473",     13.13,"357,363",5.65,"473,110","3,326,000",     52.58,0.18
2-03737-0037,1160 COLGATE AVENUE,SOUNDVIEW,C6  -WALK-UP,       17,1927,"13,446","198,329",     14.75,"116,980",8.70,"81,348","591,000",     43.95,2-03737-0033,1150 COLGATE AVENUE,SOUNDVIEW,C1  -WALK-UP,       17,1927,"13,446","166,058",     12.35,"105,954",7.88,"60,104","414,000",     30.79,0,2-03737-0032,1148 COLGATE AVENUE,SOUNDVIEW,C1  -WALK-UP,       17,1927,"13,446","198,329",     14.75,"113,081",8.41,"85,248","620,000",     46.11,0,2-03739-0067,1121 ELDER AVENUE,SOUNDVIEW,C1  -WALK-UP,       48,1928,"36,500","554,070",     15.18,"340,180",9.32,"213,890","1,567,000",     42.93,0.1
2-03740-0005,1521 WATSON AVENUE,SOUNDVIEW,D4  -ELEVATOR,       63,1928,"62,916","1,023,643",     16.27,"549,886",8.74,"473,757","3,534,000",     56.17,2-02723-0040,1018 EAST 163 STREET,MORRISANIA/LONGWOOD,D7  -ELEVATOR,      112,1909,"156,980","2,554,065",     16.27,"1,372,005",8.74," 1,182,059","7,269,000",     46.31,0.9,2-02723-0012,923 SIMPSON STREET,MORRISANIA/LONGWOOD,D7  -ELEVATOR,       44,1909,"48,000","784,800",     16.35,"399,360",8.32,"385,440","2,269,000",     47.27,0.92,2-02712-0001,891 FOX STREET,MORRISANIA/LONGWOOD,D3  -ELEVATOR,       30,1913,"37,641","601,880",     15.99,"342,533",9.10,"259,346","1,375,000",     36.53,0.98
2-03788-0021,1041 PUGSLEY AVENUE,CASTLE HILL/UNIONPORT,D4  -ELEVATOR,      133,1963,"151,155","1,996,758",     13.21,"937,161",6.20,"1,059,597","7,378,000",     48.81,2-03742-0070,1117 MANOR AVENUE,SOUNDVIEW,D1  -ELEVATOR,       54,1930,"47,000","602,070",     12.81,"291,400",6.20,"310,670","1,645,000",     35.00,0.96,2-03777-0040,1265 MORRISON AVENUE,SOUNDVIEW,D1  -ELEVATOR,       59,1927,"45,636","603,308",     13.22,"312,607",6.85,"290,701","2,878,000",     63.06,0.92,2-03777-0035,1268 STRATFORD AVENUE,SOUNDVIEW,D1  -ELEVATOR,       59,1927,"45,636","577,752",     12.66,"290,701",6.37,"287,050","3,013,000",     66.02,0.92
